Customer_ID,Customer_Name,Age,Gender,Location,Product_Category,Product_ID,Purchase_Date,Purchase_Amount,Payment_Method,Rating,Feedback_Comments,Customer_Lifetime_Value,Loyalty_Score,Discount_Applied,Return_Status,Customer_Segment,Preferred_Shopping_Channel,Churn
10995,Alice,,Other,New York,Clothing,777,2020-01-03 18:00:00,25.60981363884744,Credit Card,2.0,,298.6508471732955,33,Yes,No,New,In-store,0
17629,John,32.0,Female,Los Angeles,Electronics,249,2020-01-03 19:00:00,239.9584682164034,Cash,,Excellent,1743.820277495153,48,Yes,No,Regular,Both,0
19467,Alice,45.0,Other,Houston,Electronics,974,2020-01-03 20:00:00,463.065180742839,Credit Card,,,3529.186763092683,62,No,No,Regular,In-store,0
11016,John,41.0,Male,Chicago,Clothing,442,2020-01-03 21:00:00,204.8200159622168,PayPal,2.0,,1567.613501686482,32,No,No,New,Online,0
17869,Charlie,,Male,Los Angeles,Books,679,2020-01-03 22:00:00,316.2120101963436,Credit Card,2.0,,2832.378887833206,84,No,No,VIP,Online,0
16439,John,60.0,Male,New York,Toys,832,2020-01-03 23:00:00,392.1111510553403,Bank Transfer,2.0,,5072.60099793958,89,Yes,No,VIP,In-store,0
17892,Eve,26.0,Male,San Francisco,Books,882,2020-01-04 00:00:00,394.1233867795249,Bank Transfer,5.0,Bad,5736.755645199833,77,No,No,Regular,Online,0
16863,John,64.0,Other,Houston,Electronics,420,2020-01-04 01:00:00,264.447240373683,PayPal,1.0,Excellent,2500.755918415129,53,No,No,Regular,Online,0
17916,Charlie,50.0,Male,New York,Toys,921,2020-01-04 02:00:00,430.3964532471448,Cash,4.0,Average,2152.285464425861,57,No,Yes,Regular,Online,1
18529,Eve,,Female,Chicago,Home Appliances,960,2020-01-04 03:00:00,201.775265748236,Bank Transfer,5.0,Average,2955.454448743421,27,Yes,No,New,Online,0
10878,Bob,36.0,Male,Chicago,Toys,631,2020-01-04 04:00:00,445.4596752445512,Cash,3.0,Excellent,4751.315039904985,84,No,Yes,VIP,In-store,1
19268,Bob,20.0,Male,San Francisco,Books,388,2020-01-04 05:00:00,127.7113115338172,PayPal,,Excellent,973.9548238002793,43,No,No,Regular,Online,0
14887,John,27.0,Male,San Francisco,Clothing,588,2020-01-04 06:00:00,147.3060394253798,Cash,5.0,Good,934.9120662877558,43,Yes,No,Regular,Online,0
14859,John,57.0,Other,Houston,Home Appliances,591,2020-01-04 07:00:00,36.02910585751054,PayPal,5.0,,268.3336935616219,15,Yes,No,New,In-store,1
16331,Charlie,64.0,Male,Houston,Books,711,2020-01-04 08:00:00,,Credit Card,1.0,Excellent,,25,No,No,New,Online,1
18571,Charlie,59.0,Female,San Francisco,Home Appliances,351,2020-01-04 09:00:00,214.3570657540257,PayPal,3.0,,2690.086629131007,12,Yes,No,New,In-store,1
18684,Alice,18.0,Male,San Francisco,Toys,176,2020-01-04 10:00:00,122.2671408165855,Credit Card,4.0,Good,1451.933039943113,34,No,Yes,New,Both,1
17208,Charlie,46.0,Male,Chicago,Electronics,746,2020-01-04 11:00:00,123.577236032124,PayPal,2.0,Bad,875.8737868360156,90,Yes,No,VIP,Online,0
15276,Alice,67.0,Male,San Francisco,Books,491,2020-01-04 12:00:00,451.6859712023243,Bank Transfer,2.0,,4717.619120999543,53,No,No,Regular,Both,0
12062,Eve,51.0,Female,Los Angeles,Clothing,511,2020-01-04 13:00:00,418.6191342259081,Bank Transfer,,,3388.744919808574,18,Yes,No,New,Online,1
10064,John,68.0,Male,New York,Toys,272,2020-01-04 14:00:00,281.2301338250198,Cash,1.0,Bad,2987.126736484649,65,No,Yes,Regular,Online,1
18006,Eve,30.0,Female,San Francisco,Books,974,2020-01-04 15:00:00,311.8942922037033,PayPal,3.0,Good,2940.529963084663,48,No,No,Regular,In-store,0
12568,Charlie,18.0,Female,Houston,Clothing,300,2020-01-04 16:00:00,242.4195295696426,PayPal,4.0,,1396.31904270048,65,No,No,Regular,Online,0
15463,Eve,51.0,Male,Los Angeles,Books,316,2020-01-04 17:00:00,201.9166060106163,PayPal,4.0,Average,1426.734366458731,22,Yes,No,New,Online,1
12027,Eve,46.0,Female,Houston,Toys,475,2020-01-04 18:00:00,458.5836717969824,Cash,5.0,Bad,4656.697558920294,70,No,No,Regular,Online,0
12695,Eve,65.0,Other,Los Angeles,Books,819,2020-01-04 19:00:00,71.55022472494801,Bank Transfer,1.0,Bad,701.3013408963617,36,No,No,New,In-store,0
19687,Charlie,64.0,Male,San Francisco,Home Appliances,685,2020-01-04 20:00:00,215.0389269609517,PayPal,2.0,Excellent,1613.475802896593,11,No,No,New,In-store,1
15258,Eve,30.0,Male,New York,Toys,110,2020-01-04 21:00:00,178.8353349140589,Cash,,Good,2540.276140636718,94,Yes,No,VIP,Online,0
15618,Alice,65.0,Female,Houston,Books,898,2020-01-04 22:00:00,254.0938529230627,PayPal,3.0,Average,3259.346581147377,42,No,No,Regular,In-store,0
16736,Charlie,66.0,Female,Los Angeles,Electronics,867,2020-01-04 23:00:00,234.2396185271358,Credit Card,2.0,,2462.567161057485,95,No,No,VIP,Online,0
10391,Eve,,Male,Chicago,Books,111,2020-01-05 00:00:00,,PayPal,4.0,Excellent,,25,No,Yes,New,In-store,1
15892,Charlie,56.0,Other,San Francisco,Home Appliances,991,2020-01-05 01:00:00,78.56029884122711,Credit Card,,,460.2822114658624,99,No,No,VIP,Online,0
13561,Bob,,Female,New York,Clothing,689,2020-01-05 02:00:00,261.4393357415058,Cash,1.0,,1730.321795767343,35,No,No,New,Online,0
16184,Alice,43.0,Female,San Francisco,Clothing,534,2020-01-05 03:00:00,128.7852188047333,Cash,,Average,899.2928721016641,74,No,No,Regular,Online,0
13099,Eve,34.0,Other,Chicago,Clothing,783,2020-01-05 04:00:00,100.3223610042137,Bank Transfer,2.0,Good,1392.456200425119,55,No,No,Regular,Online,0
16278,Bob,24.0,Other,New York,Electronics,707,2020-01-05 05:00:00,41.7687672052337,PayPal,,,285.3425283102846,13,Yes,No,New,Both,1
18392,Bob,30.0,Male,Chicago,Home Appliances,917,2020-01-05 06:00:00,383.699753790509,Cash,5.0,Bad,5533.955726935075,57,No,No,Regular,Online,0
13104,Charlie,22.0,Other,San Francisco,Toys,472,2020-01-05 07:00:00,219.4465412197144,Bank Transfer,5.0,Excellent,3107.949506415686,67,No,No,Regular,In-store,0
17215,,43.0,Male,Los Angeles,Clothing,372,2020-01-05 08:00:00,317.0554048227616,PayPal,2.0,Good,2279.820434803248,4,No,No,New,In-store,1
12454,Alice,66.0,Other,San Francisco,Home Appliances,996,2020-01-05 09:00:00,366.5207382193242,Cash,2.0,,5168.701139417696,93,No,No,VIP,Both,0
18996,Alice,20.0,Female,San Francisco,Books,790,2020-01-05 10:00:00,342.8651660036412,Credit Card,2.0,Average,4377.018480942739,84,Yes,No,VIP,Online,0
12731,John,24.0,Male,San Francisco,Electronics,675,2020-01-05 11:00:00,,Cash,4.0,,,78,No,No,Regular,Online,0
18154,Alice,66.0,Male,Houston,Home Appliances,608,2020-01-05 12:00:00,200.0702791863476,Credit Card,2.0,,1307.737209328446,46,No,No,Regular,In-store,0
19762,Bob,56.0,Male,Chicago,Home Appliances,231,2020-01-05 13:00:00,194.2203557239252,Bank Transfer,5.0,Average,2174.557957651648,70,No,No,Regular,In-store,0
15056,Alice,18.0,Other,Chicago,Toys,954,2020-01-05 14:00:00,323.6239104957276,Bank Transfer,2.0,,4571.90253506231,46,No,Yes,Regular,Both,1
18110,Charlie,66.0,Female,Chicago,Home Appliances,883,2020-01-05 15:00:00,252.449233921518,PayPal,,Excellent,3513.346248478508,100,No,No,VIP,Both,0
13840,John,34.0,Male,Houston,Toys,418,2020-01-05 16:00:00,426.0748015143702,PayPal,5.0,Bad,4520.555046553161,82,No,No,VIP,In-store,0
11028,Bob,60.0,Male,Los Angeles,Electronics,943,2020-01-05 17:00:00,438.6039723200889,PayPal,3.0,Bad,4998.749282428723,99,No,No,VIP,Online,0
17385,John,42.0,Male,San Francisco,Electronics,952,2020-01-05 18:00:00,93.57458522319405,Bank Transfer,5.0,Average,818.2111854189478,49,No,No,Regular,In-store,0
10502,Bob,20.0,Male,Los Angeles,Books,720,2020-01-05 19:00:00,76.75448925740557,Credit Card,1.0,Bad,503.3479972226863,70,Yes,No,Regular,In-store,0
16910,Charlie,32.0,Female,Houston,Toys,884,2020-01-05 20:00:00,318.8964537576397,PayPal,5.0,Excellent,1849.611031473014,12,No,Yes,New,In-store,1
19062,John,46.0,Other,Chicago,Toys,267,2020-01-05 21:00:00,157.6006165505169,PayPal,5.0,Average,1504.052297652902,47,No,No,Regular,Both,0
16938,Eve,60.0,Female,San Francisco,Clothing,496,2020-01-05 22:00:00,,Bank Transfer,3.0,,,74,Yes,No,Regular,Online,0
14488,Bob,49.0,Male,New York,Clothing,279,2020-01-05 23:00:00,445.434907987848,Credit Card,3.0,Good,5691.49865679579,48,No,No,Regular,Both,0
10206,Eve,43.0,Female,New York,Books,157,2020-01-06 00:00:00,121.181375949466,Cash,5.0,,1287.424941226256,43,No,No,Regular,Online,0
15134,John,33.0,Male,Los Angeles,Electronics,579,2020-01-06 01:00:00,465.3475193260464,PayPal,5.0,,5970.454516002364,7,No,No,New,Online,1
15977,Eve,42.0,Other,Chicago,Clothing,690,2020-01-06 02:00:00,361.5428809303443,Cash,4.0,Average,3896.148762114895,17,Yes,No,New,Online,1
17721,,45.0,Other,New York,Home Appliances,559,2020-01-06 03:00:00,,Cash,1.0,,,89,Yes,Yes,VIP,Online,1
17035,John,26.0,Other,Los Angeles,Electronics,160,2020-01-06 04:00:00,108.7161329386486,PayPal,1.0,,919.0180788233882,55,Yes,No,Regular,Both,0
11484,Charlie,18.0,Male,Houston,Home Appliances,468,2020-01-06 05:00:00,124.7552685522383,Bank Transfer,,Bad,659.5807030732545,26,Yes,No,New,Both,1
17858,Eve,46.0,Female,Los Angeles,Toys,220,2020-01-06 06:00:00,265.4211993737922,PayPal,5.0,,2371.628560844623,81,No,No,VIP,Online,0
10863,Eve,39.0,Other,Los Angeles,Electronics,818,2020-01-06 07:00:00,94.32892779843246,Credit Card,5.0,Excellent,501.8963045436755,12,No,No,New,Online,1
12790,Charlie,33.0,Male,Los Angeles,Books,645,2020-01-06 08:00:00,159.6615294146858,Credit Card,5.0,,1296.779220653516,27,Yes,No,New,In-store,0
17408,Eve,58.0,Male,San Francisco,Toys,681,2020-01-06 09:00:00,167.5166141944242,PayPal,5.0,Good,1217.378272877159,53,No,No,Regular,Online,0
18755,Eve,68.0,Female,Los Angeles,Toys,116,2020-01-06 10:00:00,88.21866729385441,Cash,1.0,,558.216556005487,56,No,No,Regular,Online,0
15116,Eve,61.0,Other,Los Angeles,Home Appliances,595,2020-01-06 11:00:00,110.5395883636288,Credit Card,3.0,,1379.599176268443,61,Yes,No,Regular,Online,0
16019,Alice,68.0,Male,San Francisco,Toys,596,2020-01-06 12:00:00,396.3904025840457,Credit Card,4.0,Bad,3676.200000778768,96,Yes,No,VIP,In-store,0
11757,Charlie,58.0,Female,San Francisco,Clothing,604,2020-01-06 13:00:00,91.92596872816151,PayPal,3.0,Average,1027.770982839553,76,No,Yes,Regular,Online,1
17574,Eve,24.0,Other,Houston,Electronics,631,2020-01-06 14:00:00,23.94412200352202,PayPal,3.0,,284.1455006230518,64,No,No,Regular,Online,0
16374,Charlie,31.0,Female,Chicago,Clothing,414,2020-01-06 15:00:00,318.3839218881798,Bank Transfer,1.0,Good,2195.55133055759,30,No,Yes,New,Online,1
16892,Bob,46.0,Female,New York,Home Appliances,168,2020-01-06 16:00:00,488.2317285023005,PayPal,4.0,Bad,2865.942311447749,96,Yes,No,VIP,Online,0
11678,Bob,36.0,Male,New York,Home Appliances,826,2020-01-06 17:00:00,172.2947691653295,PayPal,5.0,,1930.369543686237,42,Yes,No,Regular,In-store,0
13242,,36.0,Male,Los Angeles,Electronics,260,2020-01-06 18:00:00,68.14129456616362,Credit Card,1.0,,934.5529993310881,14,No,No,New,Online,1
14636,Charlie,19.0,Male,Houston,Toys,713,2020-01-06 19:00:00,289.4897894300901,Credit Card,1.0,Bad,1749.484847428621,2,No,No,New,Online,1
11059,Charlie,58.0,Female,Los Angeles,Books,987,2020-01-06 20:00:00,454.1135634368666,Credit Card,4.0,Good,3618.043765772864,91,Yes,No,VIP,Online,0
16668,,62.0,Male,New York,Home Appliances,817,2020-01-06 21:00:00,394.1902721159546,Cash,2.0,Average,2322.205401575973,14,Yes,No,New,In-store,1
19914,Alice,32.0,Female,San Francisco,Electronics,244,2020-01-06 22:00:00,315.0327755222308,Credit Card,1.0,Bad,4608.544433686556,63,Yes,Yes,Regular,Online,1
13157,Bob,,Female,Chicago,Books,668,2020-01-06 23:00:00,164.3776833377237,Credit Card,,Bad,2421.394013891104,2,No,No,New,Both,1
15915,Charlie,28.0,Male,Houston,Toys,694,2020-01-07 00:00:00,275.5212849053478,PayPal,3.0,Bad,3992.291473788482,76,No,No,Regular,Both,0
19789,Charlie,63.0,Other,San Francisco,Home Appliances,484,2020-01-07 01:00:00,54.70997223908513,Bank Transfer,5.0,,593.2672150547482,73,No,No,Regular,Online,0
12693,Alice,47.0,Other,Chicago,Electronics,368,2020-01-07 02:00:00,342.6832578975283,Credit Card,1.0,Bad,1937.348127728586,73,No,Yes,Regular,Online,1
13627,Alice,57.0,Other,Houston,Electronics,553,2020-01-07 03:00:00,,Bank Transfer,5.0,Bad,,98,Yes,No,VIP,Online,0
19555,Charlie,35.0,Female,Houston,Electronics,798,2020-01-07 04:00:00,482.8654952258602,Credit Card,1.0,Excellent,5129.293056344911,47,No,No,Regular,In-store,0
15450,John,68.0,Female,New York,Home Appliances,617,2020-01-07 05:00:00,137.5947057850851,Credit Card,4.0,,858.5897043318993,24,No,Yes,New,In-store,1
11663,Charlie,65.0,Female,San Francisco,Books,964,2020-01-07 06:00:00,19.04364533108109,Bank Transfer,1.0,Bad,219.88639163687,97,No,No,VIP,In-store,0
19721,Charlie,,Male,Houston,Electronics,449,2020-01-07 07:00:00,277.3481475693038,PayPal,2.0,Bad,1809.536327909498,87,Yes,No,VIP,In-store,0
15592,Alice,49.0,Female,Houston,Toys,209,2020-01-07 08:00:00,356.3273471544391,Credit Card,3.0,,3063.897009596424,26,No,No,New,Online,1
17392,Alice,25.0,Male,Chicago,Electronics,582,2020-01-07 09:00:00,397.2996631826641,Bank Transfer,4.0,Good,4288.871062055778,72,No,No,Regular,Online,0
11306,Charlie,39.0,Male,New York,Books,506,2020-01-07 10:00:00,104.9320771821572,Credit Card,3.0,,755.7429663200523,61,Yes,Yes,Regular,In-store,1
16776,Charlie,23.0,Other,Los Angeles,Home Appliances,749,2020-01-07 11:00:00,138.2589058281416,Cash,5.0,Excellent,1878.066679750501,77,No,No,Regular,Online,0
15864,Charlie,29.0,Other,New York,Electronics,150,2020-01-07 12:00:00,261.1695533809752,Cash,4.0,,3361.685748278192,80,No,No,Regular,Online,0
19474,Alice,64.0,Other,Los Angeles,Electronics,502,2020-01-07 13:00:00,171.9943968853009,Cash,2.0,,1421.121564872605,21,No,No,New,In-store,1
17526,Charlie,57.0,Male,San Francisco,Toys,662,2020-01-07 14:00:00,431.6506284278481,Cash,3.0,,2655.268816117828,64,Yes,No,Regular,Online,0
18901,Charlie,53.0,Male,San Francisco,Toys,575,2020-01-07 15:00:00,242.1424753319729,PayPal,1.0,Good,2006.985860995424,16,No,No,New,Online,1
15575,Eve,32.0,Male,Houston,Electronics,186,2020-01-07 16:00:00,401.7935356099815,Cash,1.0,Excellent,5951.143461759231,25,No,No,New,In-store,1
15530,John,45.0,Female,San Francisco,Electronics,167,2020-01-07 17:00:00,294.5036826363533,Bank Transfer,1.0,Bad,3951.101357768769,5,No,No,New,In-store,1
14413,Bob,69.0,Male,Houston,Toys,695,2020-01-07 18:00:00,388.8141693923849,Credit Card,4.0,,5172.314510995796,93,No,No,VIP,In-store,0
13748,John,66.0,Other,New York,Books,141,2020-01-07 19:00:00,173.0097633998587,Bank Transfer,2.0,,2051.994097754838,70,No,No,Regular,Online,0
10663,Eve,62.0,Other,San Francisco,Clothing,830,2020-01-07 20:00:00,417.3941447458525,Cash,2.0,Average,2988.132030095687,90,No,Yes,VIP,In-store,1
11998,,,Male,New York,Clothing,156,2020-01-07 21:00:00,,PayPal,2.0,Good,,40,Yes,Yes,New,In-store,1
17994,Charlie,19.0,Male,New York,Electronics,837,2020-01-07 22:00:00,277.5884159216125,Cash,3.0,Average,2357.268219824889,94,No,No,VIP,In-store,0
11495,Eve,30.0,Other,San Francisco,Toys,295,2020-01-07 23:00:00,114.8634854551984,Cash,4.0,Average,1309.104811641177,87,No,No,VIP,Online,0
13304,Charlie,62.0,Male,New York,Home Appliances,859,2020-01-08 00:00:00,243.0079955968347,PayPal,1.0,Good,1711.84946787122,40,Yes,Yes,New,Online,1
